description	ERR1513669	ERR1513670	ERR1513671	ERR1513672	ERR1513673	ERR1513674	ERR1513675	ERR1513676	ERR1513677	ERR1513678	ERR1513680	ERR1513681	ERR1513715	ERR1513716	ERR1513717	ERR1513718	ERR1513719	ERR1513721	ERR1513722	ERR1513723	ERR1513724	ERR1513725	ERR1513726	ERR1513727	ERR1513728	ERR1513729	ERR1513730	ERR1513731	ERR1513732	ERR1513733	ERR1513734	ERR1513735	ERR1513736	ERR1513737	ERR1513738	ERR1513739	ERR1513740	ERR1513741	ERR1513742	ERR1513743	ERR1513744	ERR1513745	ERR1513746	ERR1513748	ERR1513749	ERR1513750	ERR1513751	ERR1513752	ERR1513753	ERR1513754	ERR1513755	ERR1513756	ERR1513757	ERR1513758	ERR1513759	ERR1513760	ERR1513761	ERR1513762	ERR1513763	ERR1513764	ERR1513765	ERR1513766	ERR1513767	ERR1513768	ERR1513769	ERR1513770	ERR1513771	ERR1513772	ERR1513774	ERR1513775	ERR1513776	ERR1513777	ERR1513958	ERR1513959	ERR1513960	ERR1513961	ERR1513962	ERR1513963	ERR1513965	ERR1513966	ERR1513967	ERR1513968	ERR1513969	ERR1513970	ERR1513971	ERR1513973	ERR1513974	ERR1513975	ERR1513976	ERR1513977	ERR1513978	ERR1513979	ERR1513980	ERR1513981	ERR1513983	ERR1513984	ERR1513985	ERR1513986	ERR1513987	ERR1513988	ERR1513989	ERR1513990	ERR1513991	ERR1513992	ERR1513993	ERR1513994	ERR1513995	ERR1513996	ERR1513997	ERR1513998	ERR1513999	ERR1514000	ERR1514001	ERR1514002	ERR1514003	ERR1514004	ERR1514005	ERR1514006	ERR1514007	ERR1514008	ERR1514009	ERR1514010	ERR1514011	ERR1514012	ERR1514013	ERR1514014	ERR1514015
G_Cyanoamino acid metabolism	0	0	3692.84071428571	0	0	3419.115	2870.18214285714	4034.69357142857	2326.21642857143	0	8647.51357142857	0	0	0	0	0	0	0	0	6297.18857142857	0	2451.165	5570.74428571429	0	0	0	0	2685.40857142857	3366.51642857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4796.07285714286	0	0	0	0	0	0	0	0	0	0	0	0	8729.02785714286	0	0	1366.93571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3266.21785714286	4491.045	0	4499.99071428571	4131.19928571429	9213.77571428571	4121.57785714286	0	0	0	0	0	0	0	0	0	0	0	0	0	1917.46571428571	0	0	0	0	1767.98214285714	0	0	0	0	0	0	0	0	0	0	0	0	0	3475.68142857143	0
G_Glutathione metabolism	2075.01263157895	2500.48947368421	3924.83315789474	6543.35157894737	4535.55736842105	2770.04684210526	3175.19105263158	3824.24736842105	1602.36	2989.70842105263	10007.4373684211	1498.72578947368	2946.55947368421	1812.53210526316	3153.26842105263	1175.56894736842	942.800526315789	3846.82789473684	3879.03210526316	5135.01684210526	2409.82473684211	2099.17421052632	3666.05894736842	2741.57842105263	3862.52157894737	1678.45157894737	1687.26263157895	2541.90789473684	3447.97736842105	3410.45684210526	1864.18	2365.43894736842	2915.67157894737	6222.70421052632	2174.09789473684	1419.82526315789	3928.57684210526	1762.34684210526	1251.29	1528.35105263158	3521.23473684211	3425.81947368421	1209.66052631579	2185.69105263158	1681.63631578947	2490.7552631579	4527.08315789474	2285.34315789474	3356.42052631579	1566.98421052632	2168.57631578947	7352.89157894737	2576.71105263158	1194.66526315789	2389.64157894737	4134.98684210526	1313.94526315789	2342.67315789474	1933.10526315789	2356.22947368421	2137.65368421053	4860.40210526316	825.909473684211	2243.86210526316	4346.40473684211	5632.73526315789	2837.36578947368	3932.45684210526	1214.85210526316	1584.88157894737	5851.21157894737	3965.49947368421	3046.68368421053	3143.64631578947	1816.38894736842	888.848947368421	497.284210526316	1352.16210526316	2086.60105263158	6441.41473684211	5160.68684210526	1758.83894736842	2047.51210526316	3276.82157894737	5006.52	4773.95	2811.64631578947	3280.73315789474	3195.88684210526	3689.64684210526	2569.19315789474	16054.5947368421	2954.20105263158	5164.92	1723.06210526316	1995.24789473684	1867.78631578947	7284.54210526316	839.487894736842	2217.50684210526	2801.62947368421	2111.42947368421	3179.54578947368	2312.82473684211	2667.80263157895	3516.77789473684	1643.70368421053	1077.03210526316	1783.84894736842	2776.69789473684	2456.38789473684	1075.09736842105	2400.79526315789	1093.50894736842	7894.01210526316	1564.96842105263	6437.08578947368	1643.22368421053	1294.15736842105	2103.39894736842	1214.33368421053	1630.57736842105	1367.12421052632	1720.08947368421	6029.41263157895	2165.45473684211	3726.24526315789
B_Starch and sucrose metabolism	2947.99525	5052.62	5138.7165	5980.48375	8448.65775	3538.2	2192.21625	4269.296	2866.80475	9846.75625	7725.43425	4393.1575	6604.8035	4195.83425	8637.8235	3187.26725	3205.15875	5390.72775	7674.0695	7087.9975	6064.2665	2698.63775	6279.3455	8753.22875	11615.52175	4440.9645	4311.99025	4046.1815	5568.434	8792.87275	5702.59625	5975.62875	5343.2215	13087.66775	4836.9855	5737.06075	9910.781	4474.5655	1488.5845	3721.718	8920.40775	5852.12275	3047.51025	8660.89475	5090.9075	4153.20525	12641.62675	6805.12875	7986.3935	5201.4605	3350.52025	8885.847	5493.1415	3679.58125	5382.0515	5284.619	4196.97325	8119.763	5072.1225	3039.967	5115.5805	6433.233	2162.77175	5238.032	3537.41775	11189.60525	8606.2625	7827.2	1395.9905	4850.64175	4109.7825	11895.40625	6861.80825	9543.84275	3638.24625	2984.846	1672.301	4290.2185	3947.63675	9173.9305	2419.0715	2682.584	3824.092	4050.15325	13478.42275	5685.76175	3312.9795	5255.55475	5517.6065	5892.6775	4322.2675	6561.22675	5561.90875	4280.50475	2322.9125	5996.412	4568.051	22102.218	1926.35275	6290.64875	5156.731	4561.072	6466.6265	5735.15675	6639.834	11289.37875	2671.526	3194.76825	5609.91875	7129.83675	5007.33575	2046.548	5099.39375	2560.919	4465.05275	4017.27775	16373.14475	4078.966	4012.69625	5918.36625	3372.7265	4925.09925	1947.016	4599.31025	8633.24625	4369.80325	1965.0695
H_N-Glycan biosynthesis	178.13	229.071363636364	197.221363636364	121.836818181818	241.010909090909	173.409090909091	79.9390909090909	175.150454545455	136.439545454545	248.716818181818	383.445	228.765	359.55	179.543181818182	328.298181818182	110.835	90.5354545454545	453.727272727273	398.926363636364	374.934090909091	389.469090909091	105.969090909091	405.575	273.522272727273	664.727272727273	224.537272727273	171.826363636364	207.775909090909	265.75	382.364090909091	236.636363636364	282.174545454545	281.928636363636	740.454545454545	295.38	279.837727272727	445.780909090909	139.832727272727	113.181363636364	164.700909090909	332.414090909091	275.683181818182	160.874545454545	153.114090909091	231.086363636364	138.709545454545	692.621363636364	274.646818181818	495.882727272727	151.486818181818	171.045	319.571363636364	292.498181818182	196.752272727273	285.515909090909	221.938181818182	138.352272727273	201.569090909091	242.478181818182	188.386363636364	434.143181818182	293.125909090909	76.6368181818182	152.325454545455	74.5213636363636	560.887272727273	386.107727272727	322.966818181818	45.6890909090909	278.505454545455	209.661818181818	589.207727272727	287.240909090909	265.480909090909	138.315	83.5727272727273	54.8613636363636	187.174545454545	232.204090909091	490.5	76.5790909090909	165.162272727273	154.94	158.931363636364	728.735	120.884090909091	143.556818181818	250.089090909091	221.037727272727	283.814545454545	225.18	352.458181818182	190.230909090909	138.549090909091	96.3154545454545	286.936363636364	217.024545454545	603.728181818182	109.294545454545	275.625454545455	228.889545454545	189.139090909091	176.853636363636	222.255909090909	261.819545454545	327.548636363636	95.0868181818182	102.605454545455	320.933636363636	272.074090909091	137.633636363636	110.55	240.880909090909	119.808636363636	170.036818181818	185.378636363636	813.956363636364	152.18	166.248636363636	85.1090909090909	125.746363636364	234.219545454545	71.1177272727273	235.560454545455	262.959090909091	183.615454545455	20.1940909090909
H_Other glycan degradation	2850.6	4535.04	7781.69125	2450.8	6035.59375	6912.8475	3415.62375	7965.90875	4849.2525	9340.64125	9909.6775	6692.41	9741.4375	5933.18375	8427.04875	2674.15	3746.21625	5087.24875	17793.3975	9864.8525	11835.2875	5141.43	11405.58625	11355.4225	23934.055	10062.57375	6041.95	5205.11875	5520.22	14350.0075	6313.55875	4945.27125	8726.39	31078.9175	8575.09625	3437.91625	29101.7875	6067.1875	2569.52875	5653.82625	11374.82625	8078.84	3796.33	6677.02375	6506.03625	4680.015	24604.89625	9949.6675	17681.68375	5137.2325	6640.95375	17418.895	9722.0175	5948.735	5585.87	9778.165	4188.21	9608.50625	11894.65	6852.80375	10204.74125	9681.79375	3798.8675	5656.8925	2066.725	20775.745	11506.14625	13178.64125	1849.09125	12180.3325	6335.49875	14779.94875	13617.07	14946.76375	5157.215	3335.57125	981.51125	6640.05	7881.13875	11740.17125	1783.47375	3258.65125	4987.025	4929.99375	24855.1275	4562.4375	6261.5475	11991.405	4347.00375	6437.7225	8880.79625	9247.10125	8296.5	4784.1975	2531.225	7521.73125	6247.86875	33348.6525	3364.73125	6316.33875	5858.03875	6351.81625	7607.2175	11003.5025	5970.715	5915.205	1871.54875	4721.03	12714.15	8832.5375	9641.24875	2741.1275	9026.58125	5331.9325	4020.6725	4345.95375	26293.28125	4626.34125	6686.6975	3135.87125	6387.25625	6769.92125	2226.31375	11707.85625	12749.06625	10233.15375	1482.63875
H_Other types of O-glycan biosynthesis	0	0	0	0.0285714285714285	1.57142857142857	0	0	0.0285714285714285	0	0.0285714285714285	0	0	0	0	0.142857142857143	0	0	0	0	7.92857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.21428571428571	0	0	0	0	5.78571428571429	0	0	0	0	0.357142857142857	2.17142857142857	0.0571428571428571	0	3.28571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0.428571428571428	0	0	0	0.171428571428571	0	0	0.857142857142857	0	0	0	15.8571428571429	0	1.57142857142857	0	0	0	0.642857142857143	2.14285714285714	0.0857142857142857	1.64285714285714	0.714285714285714	0.285714285714286	0	0	0.0857142857142857	0	0	2.07142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142857142857143	0	1.14285714285714	0	0	0.5	0	0	0	0	0
B_Amino sugar and nucleotide sugar metabolism	3125.15	5428.57592592593	5429.30962962963	5999.9912962963	8485.26388888889	3717.92537037037	2757.47388888889	4815.66425925926	3000.15388888889	9197.7937037037	8194.93888888889	4595.28962962963	6767.53574074074	4142.20240740741	8509.8362962963	3387.35666666667	2964.67296296296	6077.40240740741	7975.28148148148	7485.42333333333	6879.52055555555	2969.02888888889	7145.48259259259	8187.76685185185	11789.6338888889	4641.39	4443.27648148148	4278.0862962963	6113.14925925926	8953.14203703704	5793.32666666667	5964.91777777778	5765.92851851852	14958.6812962963	5234.08222222222	5075.4862962963	11505.8505555556	4278.35833333333	1793.01925925926	3682.20981481482	8694.98611111111	6490.16777777778	3246.01592592593	7652.18314814815	4886.01407407407	4240.32777777778	13208.962037037	6907.04111111111	8887.51481481481	4838.77944444444	3557.60314814815	9462.27055555556	5571.71351851852	3666.5937037037	5373.1137037037	5883.4737037037	3938.59333333333	7496.45481481481	5730.95555555556	3620.97277777778	5535.02055555555	7276.60407407407	2086.70740740741	5840.55018518519	4724.75148148148	12185.9368518519	8414.11888888889	8388.70222222222	1481.51018518519	6017.94351851852	4722.91685185185	11765.092037037	6983.89592592593	9042.82777777778	3422.42314814815	2890.69925925926	1573.09592592593	4376.16407407407	4124.11759259259	8866.73370370371	3412.00111111111	2767.38759259259	3935.54907407407	4083.9087037037	14154.6387037037	5468.95185185185	3542.14425925926	5733.39148148148	5379.61240740741	5899.8687037037	4548.14611111111	9251.54185185185	6054.39814814815	4459.54240740741	2204.36055555556	5731.02240740741	5210.9387037037	21011.2792592593	2049.3662962963	6036.14055555556	5292.80407407408	4525.41962962963	6544.53740740741	5899.28240740741	6202.56574074074	10232.1625925926	2685.84777777778	3003.77722222222	6068.39740740741	7341.96185185185	5610.21203703703	2115.30981481481	5779.10296296296	2937.88722222222	5239.73166666666	4247.06111111111	16606.3655555556	4338.355	3863.47888888889	5262.99592592593	3738.15425925926	5146.09462962963	1950.58537037037	4858.80907407407	8820.28759259259	4567.45462962963	2110.455
K_Streptomycin biosynthesis	4330.83333333333	6645.42666666667	7327.81888888889	10172.1411111111	11856.23	6027.13888888889	4776.46555555556	7320.13555555556	4551.00333333333	14248.5	15246.6855555556	7375.75444444444	11066.7366666667	6507.43555555556	13839.6322222222	5183.62666666667	4802.09444444444	9874.94888888889	11121.3777777778	11399.9611111111	9721.29111111111	4135.29222222222	11288.1777777778	13033.09	17845.5577777778	5916.75222222222	6904.72444444444	6395.32888888889	7393.57666666667	14954.7755555556	8980.96111111111	9723.04888888889	8611.64222222222	22142.2766666667	7943.25777777778	7749.77222222222	15929.7066666667	6724.16333333333	2429.66222222222	5742.73555555556	14147.3222222222	8425.36666666667	5182.35888888889	11740.9966666667	8119.64666666667	5948.53888888889	22276.6377777778	10926.9544444444	13512.7244444444	7942.96777777778	4964.65222222222	14957.5688888889	8675.88111111111	5967.11222222222	7938.16	7435.47666666667	6344.06	11082.2022222222	8545.35444444445	4840.98111111111	9396.33222222222	10457.84	3404.98222222222	8559.69444444445	4587.38555555556	18728.6277777778	14350.8711111111	12356.6133333333	2245.16	8211.54888888889	8603.14222222222	18941.0355555556	10250.3788888889	14390.2433333333	5513.88777777778	4597.08333333333	2271.12333333333	6952.15333333333	6529.11222222222	17130.0677777778	6060.11555555556	4341.56	6048.73666666667	5082.30111111111	21590.3666666667	6115.78111111111	5457.66888888889	8461.38555555556	8887.69111111111	8878.72444444444	7514.78555555556	16613.3988888889	7651.82666666667	8502.48777777778	3864.77666666667	8787.43666666667	7430.68222222222	34424.8733333333	3125.36111111111	8807.56222222222	7694.26222222222	6959.23666666667	9401.18222222222	9089.12555555555	9627.1	15414.6288888889	3857.77666666667	4860.88555555556	9734.19	11212.5866666667	7197.69333333333	3139.65888888889	8875.32555555556	4158.58111111111	9333.27222222222	6282.34666666667	25623.0988888889	6747.89666666667	6372.44111111111	8148.21111111111	5175.12444444444	8024.74444444444	2634.29666666667	7578.23777777778	14022.7511111111	6954.63111111111	3406.85111111111
J_Polyketide sugar unit biosynthesis	0	0	0	0	3277.26375	1875.630625	1678.336875	0	1434.4425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3906.18625	5095.2125	1632.339375	0	0	0	4737.635	0	0	0	0	0	0	0	0	0	0	0	0	0	3432.96875	0	0	0	0	0	0	0	4271.8825	0	0	0	0	0	3540.618125	0	0	2953.9725	0	0	0	0	0	0	0	705.4775	0	2841.728125	6224.056875	0	0	1708.743125	0	0	0	1987.338125	0	0	0	0	0	6649.4475	0	1734.54375	0	0	2660.4725	0	6265.450625	2054.841875	0	0	0	2058.735625	0	0	2472.674375	0	0	0	0	0	0	0	1548.235	2747.729375	3443.795	0	0	0	0	0	0	7854.22	0	0	0	0	0	0	0	0	0	0
K_Neomycin, kanamycin and gentamicin biosynthesis	764.260909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1571.73454545455	0	0	0	0	2350.87818181818	0	3796.39818181818	0	0	0	1253.19818181818	0	0	0	0	0	0	0	2291.10454545455	0	0	0	0	1603.92909090909	0	2360.18454545455	0	0	4098.19545454545	0	0	0	0	0	0	0	0	1133.75727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	1664.28545454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	968.384545454545	0	0	0	0	1261.19090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	757.892727272727	0	0	0	0	0	0	0	0	0	0	0	0	0
H_Glycosaminoglycan degradation	723.845714285714	1831.12	3153.44428571429	1017.61	987.11	2374.73714285714	1303.60571428571	3378.05714285714	2028.33714285714	2220.90428571429	3301.88571428571	2481.55714285714	3132.50142857143	1962.70142857143	2965.95571428571	623.9	1320.49571428571	1387.80142857143	4023.42285714286	2783.17571428571	4664.08285714286	2130.19857142857	4155.77428571429	3350.59428571429	9318.87571428571	3006.52857142857	2087.28714285714	2301.60428571429	1840.04714285714	4983.97428571429	1986.10571428571	1604.65857142857	2940.28571428571	13731.9542857143	3145.35	132.534285714286	12947.6371428571	2071.20714285714	1031.78428571429	1441.43428571429	3906.07142857143	2539.90142857143	1323.32	1170.88714285714	1984.19571428571	1639.48142857143	8507.39142857143	2445.25	7641.87571428571	1121.72571428571	2685.87571428571	8677.56142857143	3376.63285714286	2158.45714285714	1762.31285714286	3936.41142857143	1189.24285714286	2811.89285714286	5346.38571428571	2939.20571428571	3285.95714285714	2626.36857142857	1407.5	1866.48857142857	751.657142857143	8835.07571428571	3541.44428571429	5238.83	611.225714285714	4953.75714285714	2306.97571428571	5322.60571428572	5675.07142857143	4803.56857142857	1745.71428571429	1058.86142857143	168.637142857143	1448.48428571429	3556.97571428571	3920.38	500.661428571428	1271.07142857143	1574.75571428571	1911.02	11192.3285714286	1527.49142857143	2675.08142857143	4980.24428571429	1025.51714285714	2383.65142857143	3700.77	3681.30857142857	2446.05428571429	1699.58	657.024285714286	2498.92714285714	2139.34285714286	9351.3	1461.88571428571	1807.07428571429	2194.27714285714	1935.61	2847.59285714286	4604.66	1708.42142857143	334.455714285714	513.027142857143	1544.78	4725.48571428571	3249.52285714286	4851.61714285714	810.518571428571	3312.54428571429	2195.37	1033.52142857143	1590.29571428571	7847.00714285714	1653.31571428571	2473.55285714286	517.022857142857	2461.40714285714	2142.04142857143	755.397142857143	4520.99	5170.16	4408.18	524.061428571429
H_Lipopolysaccharide biosynthesis	3352.65	3428.198	5216.76066666667	5184.86733333333	4200.118	3944.43866666667	4029.98	4954.83866666667	2436.92066666667	2891.83333333333	10522.6686666667	2708.506	4705.96933333333	2845.23933333333	3789.05933333333	1505.36933333333	1227.76066666667	8046.94466666666	7580.636	7377.24666666667	4989.04866666667	2990.884	7622.67133333333	3949.776	9533.50933333333	2132.41733333333	3183.53133333333	4091.974	4475.31333333333	5809.32133333333	2423.716	3780.64333333333	5283.308	10224.8926666667	3688.88	768.806	6535.164	2181.336	2782.128	2459.41466666667	4412.238	5371.39733333333	2483.74866666667	1672.22866666667	3034.57	3341.19	8139.702	4034.89066666667	8084.146	1713.58866666667	3616.48266666667	8705.684	4717.10733333333	2306.84933333333	3860.278	5911.00466666667	1345.61533333333	2248.51266666667	3284.69866666667	4059.09	6620.32266666667	7251.736	1145.83933333333	2477.382	5635.444	9300.588	4983.358	5460.76133333333	1207.28	3952.51933333333	7248.91666666667	5924.82333333333	4439.47666666667	3787.17933333333	2569.478	823.718	470.578666666666	2700.908	3528.022	9501.86666666667	5601.14466666667	2693.91333333333	3170.73466666667	4470.03866666667	8454.06266666667	4845.48866666667	3489.058	5254.65533333333	3677.84133333333	4218.24066666667	3828.51133333333	18081.29	4297.27666666667	5631.596	2479.09933333333	3251.504	2444.70533333333	8601.72	1651.48666666667	3153.47866666667	3513.76466666667	3225.942	3733.33266666667	3833.71133333333	2610.57133333333	1375.37866666667	1631.086	1399.17266666667	4099	3675.35866666667	3250.788	2094.60866666667	4078.988	1750.51133333333	8470.974	2229.51866666667	12446.3966666667	2531.7	2135.27733333333	1386.686	1443.32066666667	2770.06866666667	1952.10466666667	3197.86933333333	7401.65666666667	3654.28266666667	3714.154
H_Peptidoglycan biosynthesis	5545.96105263158	10911.5915789474	8163.49736842105	10857.5326315789	12594.8126315789	5655.83421052632	6097.0252631579	6987.82263157895	4786.42736842105	14148.9078947368	16145.8910526316	7198.46578947368	10369.3963157895	6462.68210526316	16032.4331578947	5937.89684210526	4962.43578947368	10615.9226315789	10916.0031578947	10841.4105263158	8907.17631578947	4522.15157894737	8418.42736842105	13075.5168421053	14996.1678947368	6052.28263157895	6614.78894736842	5104.36684210526	7769.07263157895	14898.7936842105	9383.1852631579	11339.3768421053	8343.24157894737	16070.8152631579	7636.49	8827.20157894737	12596.8826315789	6968.64789473684	3291.94263157895	5789.96210526316	14802.2894736842	8228.36210526316	5436.20947368421	12659.1015789474	8390.09684210527	6428.41947368421	18051.4810526316	11225.7384210526	12773.7010526316	8108.87	4321.14842105263	13164.3331578947	8419.49315789474	5915.10631578948	8902.59578947368	7578.11894736842	6660.12578947368	11982.0821052632	7998.16631578947	4683.79157894737	9189.80157894737	11276.8605263158	3043.04578947368	9816.13157894737	6780.86421052632	19801.8184210526	14655.62	11142.4515789474	2402.97578947368	6503.05894736842	9343.46210526316	19392.7473684211	9012.0552631579	13665.5663157895	5307.82684210526	5313.50315789474	2923.21105263158	6144.65157894737	6229.32736842105	16253.3652631579	8690.09842105263	4766.75263157895	5975.01368421053	5711.18	22345.8673684211	7795.74052631579	5635.77526315789	7031.19894736842	9506.96842105263	10085.6363157895	6886.4347368421	22523.01	8290.17684210526	8780.41947368421	4240.74894736842	10771.6031578947	6293.55789473684	23795.3915789474	3287.61578947368	10254.7289473684	9022.86842105263	6599.66368421053	10716.7894736842	8775.05368421052	11153.3315789474	15195.142631579	5188.33631578947	5024.48631578948	8363.49210526316	11963.2521052632	8079.99473684211	3400.52157894737	8238.77157894737	3569.00368421053	11875.9789473684	7227.80421052632	27997.2763157895	6154.71157894737	6338.86631578947	9978.71210526316	5058.30894736842	7676.56210526316	2914.41	6247.85578947368	14253.7142105263	6473.98578947369	4028.82105263158
D_Glycerolipid metabolism	1303.2546875	2638.0028125	2496.76375	3177.2253125	4427.534375	1448.8865625	1695.464375	1994.1640625	1190.60625	4405.999375	4405.099375	1934.224375	2732.656875	1723.040625	3807.5884375	1651.969375	1315.6734375	2411.195	2571.0446875	3338.36	2485.2140625	1267.9215625	2293.011875	3503.12125	4209.7915625	2103.823125	1819.309375	1598.8496875	3080.5621875	3796.695	2550.8003125	2701.1515625	2352.3290625	4903.449375	2159.1640625	2902.815625	4089.8465625	1971.095	790.3375	1416.4471875	4155.023125	2755.3765625	1479.9971875	3931.0884375	2117.926875	1892.181875	5246.7525	2831.5803125	3312.115625	2404.0928125	1247.064375	3964.831875	2211.9240625	1509.5109375	2500.6353125	2264.6328125	1891.780625	3508.6903125	2017.3675	1194.36625	1762.82	2790.6184375	894.5190625	2568.5246875	2895.261875	5108.6003125	3660.66	3459.9890625	849.57	2075.603125	2577.02375	5177.4334375	2693.3240625	3843.1046875	1483.8553125	1313.7428125	791.1309375	1504.3275	1682.8190625	4647.58625	2587.5990625	1286.3453125	1695.053125	1737.255625	6171.0640625	2896.4571875	1425.1296875	1971.2134375	2547.666875	2771.00125	1894.8365625	6700.560625	2314.66	2808.1084375	1031.13625	2510.835	2343.333125	13679.6965625	811.705	2878.279375	2456.1390625	1877.2934375	2951.8065625	2330.811875	3205.1903125	5353.610625	1213.409375	1340.9459375	2492.4825	3096.07375	2218.373125	779.0046875	2715.245	1188.3209375	3572.1025	2148.054375	6388.2703125	1879.94	1610.2375	2802.5846875	1589.215	2028.2065625	799.3553125	1604.8375	4309.7628125	1884.4625	1494.963125
B_Inositol phosphate metabolism	550.408695652174	910.14347826087	1058.12913043478	3477.91695652174	1730.11434782609	960.872173913044	817.87347826087	1202.14304347826	649.789130434783	1311.86043478261	2699.40913043478	739.298260869565	1190.95739130435	677.432608695652	1441.93869565217	599.722173913044	454.987826086957	1028.96086956522	1523.7752173913	1665.37913043478	1124.76739130435	598.080869565217	982.486086956522	1346.57913043478	2034.70956521739	732.718695652174	713.146956521739	624.446521739131	1215.3747826087	1532.29391304348	872.902173913043	881.638260869565	1166.09391304348	2065.32217391304	916.020869565217	818.959130434783	1925.69956521739	755.128695652174	384.121304347826	592.700869565217	1373.26391304348	1182.61217391304	682.966086956522	989.812608695652	766.467391304348	710.088260869565	2389.04869565217	1149.07869565217	1691.01782608696	697.476956521739	582.110869565217	3437.59782608696	1199.21434782609	625.631739130435	932.333913043478	959.503043478261	525.38347826087	1050.85695652174	900.131739130435	543.374347826087	1239.67434782609	1348.28826086957	342.809130434783	872.230869565217	807.262608695652	2132.50869565217	1447.14260869565	1263.02173913043	392.688695652174	1133.60913043478	1496.14913043478	1727.10260869565	1143.29608695652	1254.83913043478	586.585217391304	420.172173913043	238.233913043478	632.179565217391	748.748695652174	2290.89173913043	800.530434782609	559.287391304348	699.622173913043	710.130434782609	2369.72913043478	1201.47304347826	956.979130434783	989.469130434783	914.424347826087	1251.02434782609	939.561304347826	2493.28869565217	1059.05347826087	1316.68913043478	632.189565217391	909.975652173913	965.474782608696	6885.85565217391	389.049130434783	886.008695652174	897.533043478261	718.50652173913	1013.73956521739	914.288260869565	895.729565217391	1985.85956521739	411.037826086956	414.950434782609	1105.12347826087	1099.51782608696	823.933043478261	407.436956521739	1043.09956521739	543.300434782609	1388.2547826087	832.71347826087	2831.32	809.334782608696	651.752608695652	677.177391304348	616.860434782609	760.921739130435	315.33347826087	782.386086956522	1664.11739130435	854.930434782609	747.87
D_Glycerophospholipid metabolism	1870.57325	2777.73025	3477.91575	4271.51375	4998.55725	2126.82525	2241.40875	2786.09525	1562.33925	4673.3195	6343.251	2154.694	3376.75975	2152.95	4533.70875	1769.34875	1514.13675	3370.5745	4017.15925	4364.37125	3050.10375	1667.88125	3365.2135	4197.82825	4803.42875	2080.13025	2376.0785	2213.713	3364.1275	4784.37925	2773.16225	3230.5275	2974.58675	6032.1505	2388.98925	2627.87425	4332.41225	2279.054	1089.61175	1934.00975	4692.91525	3486.831	1705.76575	4077.3215	2434.3445	2543.2295	5686.47725	3485.3	3895.148	2526.974	1879.98	4802.633	2810.32675	1758.3005	2982.9665	3319.569	2120.762	3431.749	2348.873	1789.51	2451.637	4038.48975	1045.581	2980.1325	3545.698	6372.81525	4447.96075	4078.71175	945.10925	2328.227	3762.378	5857.6225	3259.17925	4391.05275	1965.36125	1453.67375	838.63125	2165.38475	2193.534	6138.0325	2935.1905	1711.47675	2092.37425	2544.16325	6929.55475	3856.4775	2050.90825	2826.57525	3097.29325	3575.64725	2315.6375	8159.36325	3445.24325	3767.1055	1406.012	2900.677	2368.1805	9140.5285	971.43825	3132.3995	3026.83975	2391.27375	3681.142	2800.2105	3657.232	4923.85425	1633.428	1500.80525	2771.94975	3639.6095	2709.01825	1097.12675	2914.27175	1312.111	4582.78375	2227.272	8291.384	2126.3845	1887.0195	3089.67925	1602.718	2413.62225	1181.83	1949.1585	5552.544	2329.448	2201.00425
D_Linoleic acid metabolism	341.601666666667	0	1068.39666666667	805.898333333333	1907.32	599.346666666667	991.823333333333	1107.57166666667	690.425	0	2255.33333333333	0	1562.3	1003.36	2538.945	1016.22333333333	0	0	0	1599.61	0	916.155	1050.60666666667	0	2849.675	0	0	576.71	1336.10833333333	1860.87666666667	0	1265.94166666667	1306.26666666667	0	1209.03	0	0	0	0	0	0	0	0	1294.04666666667	0	774.181666666667	2413.35166666667	0	0	863.328333333333	454.393333333333	1271.30166666667	1354.20333333333	0	0	657.915	0	0	0	0	0	0	386.508333333333	0	641.795	3249.15	2190.69333333333	0	522.888333333333	0	1913.91833333333	0	0	1643.55166666667	0	845.011666666667	441.176666666667	0	950.865	0	5074.32166666667	607.965	653.4	448.363333333333	0	657.875	795.208333333333	959.213333333333	0	1205.60166666667	739.561666666667	12716.555	1100.505	0	653.211666666667	1437.085	0	8702.92333333333	519.735	1509.495	1355.29333333333	0	0	0	0	3148.825	769.155	647.095	0	0	0	0	2110.76833333333	0	4648.03166666667	1293.66666666667	3865.64833333333	0	0	987.973333333333	0	0	266.79	0	0	1106.67166666667	0
