description	ERR1513669	ERR1513670	ERR1513671	ERR1513672	ERR1513673	ERR1513674	ERR1513675	ERR1513676	ERR1513677	ERR1513678	ERR1513680	ERR1513681	ERR1513715	ERR1513716	ERR1513717	ERR1513718	ERR1513719	ERR1513721	ERR1513722	ERR1513723	ERR1513724	ERR1513725	ERR1513726	ERR1513727	ERR1513728	ERR1513729	ERR1513730	ERR1513731	ERR1513732	ERR1513733	ERR1513734	ERR1513735	ERR1513736	ERR1513737	ERR1513738	ERR1513739	ERR1513740	ERR1513741	ERR1513742	ERR1513743	ERR1513744	ERR1513745	ERR1513746	ERR1513748	ERR1513749	ERR1513750	ERR1513751	ERR1513752	ERR1513753	ERR1513754	ERR1513755	ERR1513756	ERR1513757	ERR1513758	ERR1513759	ERR1513760	ERR1513761	ERR1513762	ERR1513763	ERR1513764	ERR1513765	ERR1513766	ERR1513767	ERR1513768	ERR1513769	ERR1513770	ERR1513771	ERR1513772	ERR1513774	ERR1513775	ERR1513776	ERR1513777	ERR1513958	ERR1513959	ERR1513960	ERR1513961	ERR1513962	ERR1513963	ERR1513965	ERR1513966	ERR1513967	ERR1513968	ERR1513969	ERR1513970	ERR1513971	ERR1513973	ERR1513974	ERR1513975	ERR1513976	ERR1513977	ERR1513978	ERR1513979	ERR1513980	ERR1513981	ERR1513983	ERR1513984	ERR1513985	ERR1513986	ERR1513987	ERR1513988	ERR1513989	ERR1513990	ERR1513991	ERR1513992	ERR1513993	ERR1513994	ERR1513995	ERR1513996	ERR1513997	ERR1513998	ERR1513999	ERR1514000	ERR1514001	ERR1514002	ERR1514003	ERR1514004	ERR1514005	ERR1514006	ERR1514007	ERR1514008	ERR1514009	ERR1514010	ERR1514011	ERR1514012	ERR1514013	ERR1514014	ERR1514015
J_Terpenoid backbone biosynthesis	3780.46666666667	7286.75777777778	6088.31166666667	7251.85111111111	8998.22388888889	4218.91388888889	4698.71777777778	5200.12722222222	3386.14888888889	10019.595	12112.0427777778	4984.64444444445	7350.31	4494.43388888889	11105.5766666667	4023.23555555556	3293.31222222222	7565.24555555556	7488.11222222222	8067.34833333333	6428.48444444444	3410.23	5933.68166666667	8995.88722222222	11041.4988888889	4096.91666666667	4626.21944444444	3499.79055555556	5708.75777777778	10471.1044444444	6850.62111111111	7709.435	6067.14277777778	12438.1861111111	5522.45888888889	5628.52	9998.56388888889	4885.19	2300.48277777778	3948.46722222222	10456.9094444444	5940.135	3734.76055555556	8772.08055555556	5776.35388888889	4482.37611111111	12134.9466666667	7787.975	9468.59111111111	5523.84055555555	3018.00722222222	8557.60055555555	5765.00388888889	4160.21944444444	6322.88666666667	5419.775	4817.02055555555	8248.15944444445	5539.53	3559.47888888889	6976.20222222222	7516.175	2253.27277777778	7234.77444444444	4523.38833333333	14109.0361111111	10191.55	7750.26055555555	1854.34	4819.29444444444	7533.17888888889	13615.3544444444	6635.95777777778	10076.9716666667	3892.36055555556	3352.71888888889	1910.87555555556	4296.06444444444	4472.14444444445	12212.6666666667	6574.785	3420.95055555556	4074.23666666667	3908.01833333333	15986.0344444444	5257.50944444444	3993.58333333333	5317.95	7085.39	7503.84333333333	4615.57555555556	17195.3961111111	5874.21611111111	6980.77722222222	3075.88611111111	7292.35833333333	4387.075	18511.0844444444	2249.09444444444	6975.76444444444	6288.38777777778	4562.80666666667	7503.165	5529.29444444444	7986.67888888889	10206.8477777778	3406.29444444445	3534.67722222222	6226.78333333333	8258.58166666667	5844.20555555556	2466.65444444444	6402.48111111111	2696.18333333333	8985.21277777778	5017.30388888889	19529.6816666667	4256.69111111111	4461.73	6595.53166666667	3650.53	5495.67388888889	1996.66333333333	4424.85222222222	10483.6555555556	4621.04277777778	3189.82944444445
K_Indole alkaloid biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J_Monoterpenoid biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J_Limonene degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554.572727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1092.61727272727	0	0	1469.42181818182	0	11724.7009090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265.316363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J_Carotenoid biosynthesis	7.79411764705882	9.52941176470588	17.5147058823529	749.341176470588	1.91176470588235	0.872352941176471	167.147058823529	72.5570588235294	7.41176470588235	2.21470588235294	99.1129411764706	2.60294117647059	2.40176470588235	6.88235294117647	30.1276470588235	1.17647058823529	3.19117647058824	3.27470588235294	15.3823529411765	1.07823529411765	5.10294117647059	22.5294117647059	0.529411764705882	57.0147058823529	78.8576470588235	15.3676470588235	1.45117647058824	0	2.11764705882353	13.0294117647059	5.10411764705882	37.6864705882353	20.8382352941176	30.7841176470588	16.8529411764706	2.74529411764706	71.2747058823529	9.51941176470588	1	5.29411764705882	128.686470588235	1.05882352941176	12.1764705882353	7.58823529411765	2.36294117647059	0.478235294117647	31.31	16.25	86.3529411764706	4.98058823529412	0.274705882352941	823.308823529412	63.2841176470588	8.90176470588235	1.59823529411765	18.0147058823529	4.55882352941176	19.2105882352941	1.45117647058824	0	0	570.411764705882	5.83352941176471	43.0835294117647	1.64705882352941	111.990588235294	124.568823529412	6.15705882352941	28.1070588235294	45.3335294117647	87.9411764705882	8.71588235294118	4.82352941176471	14.9558823529412	2.76470588235294	3.63529411764706	4.40176470588235	7.80882352941176	13.6223529411765	7.11764705882353	6.56882352941177	16.7011764705882	3.01	40.25	40.5882352941176	12.8823529411765	18.9458823529412	6.29411764705882	183.529411764706	159.931176470588	9.98411764705882	149.705882352941	27.24	24.3188235294118	22.8088235294118	12.1811764705882	1.08235294117647	48.6911764705882	23.0441176470588	74.8923529411765	31.9852941176471	0.948823529411765	10.1911764705882	11.7252941176471	15.7794117647059	3.38235294117647	60.4264705882353	6.16176470588235	9.64235294117647	52.5488235294118	67.0147058823529	6.97058823529412	3.30411764705882	5.92647058823529	85.1764705882353	10.9705882352941	28.5588235294118	35.9141176470588	3.39235294117647	1.70588235294118	1.25	1.23529411764706	6.64705882352941	0	16.49	68.1176470588235	0.191176470588235
J_Zeatin biosynthesis	2326.225	3239.1625	2681.705	2852.0625	3643.13	2219.9575	1912.85	2576.1825	1731.3025	4480.325	4988.87	2618.8375	3876.765	2313.1025	4986.18	1855.785	1613.1625	5053.9775	5053.455	4363.98	3770.1075	1635.3	3894.3375	4460.395	6533.7975	2014.68	2388.7775	1919.22	2764.92	5060.5725	3065.12	4035.8225	3240.94	7332.795	3120.14	2297.1325	5378.79	2286.47	1184.0475	2120.9975	4868.555	3084.0125	2015.4975	3756.54	3126.0225	2154.9475	7200.1625	3995.4825	5331.965	2603.2125	1787.6625	4332.7125	3405.2125	2123.2125	3115.975	2897.23	2098.8625	3684.47	3166.155	2193.61	4425.1725	4039.12	1109.0625	3224.6925	1954.9425	7391.1175	4919.1875	4128.5875	757.28	2824.3025	3158.695	6733.9	3519.045	4812.5675	1932.5925	1549.2175	861.6	2359.73	2457.725	5598.24	2418.9275	1788.0625	2249.07	1985.6075	7885.5825	2169.415	1958.205	2999.365	3312.0525	3348.9325	2613.265	6499.3225	2916.97	2774.8975	1556.985	3577.2175	2216.53	8476.945	1226.575	3383.7775	3036.745	2384.855	3393.4375	3144.255	3446.4725	4431.205	1603.12	1761.8775	3558.9575	3871.2	2854.175	1391.52	2935.39	1432.4725	3605.3025	2196.8525	11111.8125	2082.4125	2351.69	2813.76	1757.0675	2767.25	1048.8225	2723.8425	4808.2425	2404.03	1065.0375
J_Sesquiterpenoid and triterpenoid biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C_Nitrogen metabolism	2330.1796	3083.0536	4157.4304	4073.274	4657.3468	2418.0398	2562.6952	3593.5422	1752.6522	4464.7224	6307.346	2323.6652	3702.4278	2542.4564	4827.2236	1987.2374	1557.1536	4415.491	4975.913	5434.101	3469.6224	2289.668	4273.1932	4281.0868	5950.0542	2282.2548	2446.0716	2563.5552	4246.8322	5183.8122	2873.7516	3589.1606	3706.6484	8004.8038	2984.8488	2516.8564	5635.995	2470.649	1487.716	2120.873	4806.2602	4105.237	2009.1086	3549.6764	2715.4822	3021.6776	6655.457	3815.4248	4725.6556	2472.9856	2556.6348	5166.5046	3161.8632	1873.8684	3404.53	4439.1382	2093.877	3685.9832	2910.8488	2652.3766	3260.0514	3474.7792	1156.379	3017.6478	3187.1704	7123.5924	4482.6268	5074.6358	1094.7024	2721.1264	4033.5256	6146.3374	4061.6534	4497.3724	2277.4626	1444.7748	831.1598	2044.9944	2705.639	6523.4346	2916.2632	1945.4482	2699.6684	3259.5666	7487.729	4679.658	2465.0712	3891.7664	3621.8376	4075.829	3073.7638	8528.2302	3804.7448	3748.5232	1485.8396	3109.2926	2671.2992	10618.7178	1127.002	3145.7314	3367.2052	2890.9032	4125.067	3142.868	3609.04	5126.9402	1811.406	1568.428	3031.3472	3916.6644	3119.0154	1311.7602	3209.1404	1608.5246	4588.6436	2433.492	9464.7978	2121.9996	1936.9448	2994.8638	1819.7934	2532.22	1478.4542	2459.7018	6303.4506	2661.4194	2405.4412
C_Sulfur metabolism	2000.640625	3852.57625	4961.78125	7099.6125	7372.3275	3352.4	3320.661875	4350.63625	2538.2725	6965.554375	9156.81125	3446.304375	5191.1425	3182.935	6290.305	2296.665	2283.435	3777.529375	6135.863125	6136.798125	4515.233125	2658.359375	5050.3825	6346.136875	8499.226875	2723.823125	3382.068125	3455.55125	4098.13	6646.4175	3893.6075	3986.519375	4687.063125	10483.248125	3484.140625	3639.333125	8081.33125	3282.085	1458.415625	2770.956875	6523.345625	4655.17625	2283.11375	6076.1425	3525.821875	3373.811875	8403.558125	5108.746875	6544.358125	3502.791875	2912.429375	9386.18625	4425.046875	2458.403125	3888.446875	4982.62875	2765.9975	5293.57875	3838.13375	2807.793125	3951.656875	6476.455	1616.8025	4032.446875	5511.735625	9145.585	5847.75625	6218.12125	1273.38375	3743.253125	5654.761875	8277.346875	5270.549375	6782.97875	2669.063125	2137.993125	1103.065625	2973.49875	3203.83875	6918.364375	5898.289375	2115.749375	3083.2025	3741.574375	9432.696875	5117.345625	3317.314375	4623.570625	3903.120625	5021.933125	3533.760625	16257.8825	4641.6625	4869.698125	2241.6375	4001.441875	3513.964375	11665.715	1619.465	4074.868125	4101.440625	3381.97	5343.285625	4154.276875	4788.095	6822.478125	2237.5725	2409.254375	4136.13875	5333.25625	4130.02	1618.894375	4708.990625	2056.554375	7817.860625	3027.37375	13269.15125	3143.19125	3029.465625	4015.228125	2488.973125	3531.883125	1665.68375	3504.01125	7666.915	3562.95125	2818.58125
L_Caprolactam degradation	0	43.3928571428571	1399.47	2135.16142857143	1014.04285714286	1094.72571428571	1657.63428571429	1532.58857142857	393.071428571429	0	4777.07714285714	0	291.415714285714	254.821428571429	99.2142857142857	16.2857142857143	0.428571428571428	462.231428571429	621.75	2023.64285714286	0	705.821428571429	568.624285714286	71.8214285714286	39.5	209.5	0	577.082857142857	852.47	228.607142857143	0	16.6842857142857	474.047142857143	0	0	10.6428571428571	217.242857142857	0	214.274285714286	0	142.804285714286	0	14.2857142857143	0	0	598.392857142857	32.6785714285714	21.75	0	0	0	1436.87	343.154285714286	0	0	1161.72142857143	0	0	0	0	14.1428571428571	0	0	91.5	0	859.797142857143	10.6071428571429	753.72	603.328571428571	0	3631.41714285714	67.0185714285714	0	53.5714285714286	362.25	6.25	15.3571428571429	0	403.357142857143	3168.21428571429	4028.37142857143	542.285714285714	0	0	62.8928571428571	1703.07714285714	1222.73	731.75	457	1162.11285714286	830.417142857143	11902.3157142857	702.988571428571	3653.01857142857	731.99	0	0	53	69.19	101.464285714286	506.804285714286	0	591.362857142857	0	299.271428571429	0	403.75	41.5	0	268.571428571429	425.351428571429	176	642.285714285714	0	5297.96285714286	176	293.101428571429	173.16	12.8214285714286	231.392857142857	0	0	0	43.8042857142857	2596.96428571429	451.988571428571	2696.21285714286
K_Flavonoid biosynthesis	15.8	11.6	49.95	5.3	17.4	26.09	1.58	119.25	15.4	0.4	16.54	0.6	1.2	1.8	1.7	2.1	4.1	12.7	30.9	83.35	1.5	57.3	15.4	1.3	63.9	120.9	0	0.5	30.2	6	0.85	3.7	1.1	10.3	11	4.8	47	1.5	0	0	0.3	10.5	10.55	4.9	9.9	0	19.1	7	0.9	1.8	0.9	15.4	9.95	0	1	2.54	2.8	2.6	2.9	3	5.1	1.2	0.6	0.8	4.9	55	0	6.9	55.44	13.8	102.88	0	1.8	4.3	0	3.8	2	2.3	0.4	14	552.78	2.8	2.3	0	20.35	24.9	75.79	10.4	6.1	41.5	62.85	1413.03	9.7	0	11.28	0.8	4.38	1073.7	1.4	0	0.7	0.7	6.9	0.4	0	0	10.5	4.7	8.6	1.1	17.2	2	89.8	23.3	466.575	46.6	10.3	0	0	5.3	7.1	4.6	0	0	0	40.4	0
K_Isoflavonoid biosynthesis	0	0	0	0	0	0	0	0	0	1.85714285714286	1	2.14285714285714	0	0	0	0	1.57142857142857	0	0	0	3.57142857142857	0	0	1.28571428571429	0	0	0	0	0	5	0	8.14285714285714	0	0	0	0	0	0	0	0	13.8571428571429	0	0	0	0	1.85714285714286	0	2.42857142857143	1.57142857142857	12.7142857142857	0	1	0	0	0	0	3.42857142857143	4.28571428571429	0	0	0	0	0	4.85714285714286	0	4	0	0	0	0	0	6	1.42857142857143	4.57142857142857	0	0	0	2.42857142857143	0	0	0	0	0	0	0	0	0	2	0	0	0	11.3571428571429	0.714285714285714	0	0.571428571428571	1.28571428571429	1.57142857142857	1.14285714285714	0	8	1	0	0	1	0	11.5714285714286	0	1	4.57142857142857	0	0	3	0	0	0	1.71428571428571	4.42857142857143	0	0	2	9.14285714285714	0	0	0	2	0	0
K_Tropane, piperidine and pyridine alkaloid biosynthesis	1439.35666666667	2367.05916666667	2697.58916666667	3561.5	3050.815	1655.85666666667	1929.23	2262.41083333333	1186.96666666667	2677.30583333333	5129.27916666667	1490.995	2469.93166666667	1559.31083333333	3215.49916666667	1141.37833333333	948.3075	2773.97083333333	3361.58833333333	3466.28416666667	2328.965	1439.4525	2656.00333333333	2690.195	3974.56166666667	1505.32916666667	1528.53833333333	1648.035	2766.26	3325.87166666667	1706.18333333333	2213.18333333333	2366.78666666667	4874.0425	1936.815	1617.76083333333	3283.95333333333	1587.72166666667	1116.095	1378.715	3047.04833333333	2747.50833333333	1281.77666666667	2345.41166666667	1704.7175	1854.6625	4133.3825	2364.90583333333	3523.91916666667	1489.94916666667	1586.9425	3814.44916666667	2232.40416666667	1166.7075	2065.17833333333	2681.6125	1296.26916666667	2192.05916666667	1720.80666666667	1569.28416666667	2515.21666666667	2816.86333333333	726.1675	2037.78583333333	2175.33916666667	4639.05083333333	2880.18666666667	3012.6275	708.715	2053.94833333333	3138.91916666667	3893.115	2413.99166666667	2828.29833333333	1496.25083333333	828.411666666667	479.258333333333	1293.3575	1754.455	4271.28666666667	2956.0275	1288.6425	1606.59833333333	2067.93333333333	4826.08666666667	2872.91666666667	1576.77833333333	2347.33666666667	1943.30583333333	2842.16916666667	1833.84083333333	8558.0975	2399.97	2674.7725	1144.39416666667	1979.19666666667	1510.91083333333	5972.86833333333	0	1820.6625	2164.07166666667	1706.4475	2742.205	1844.88416666667	2300.9925	3070.82833333333	1101.22833333333	1016.53416666667	2072.21083333333	2364.55583333333	1956.97666666667	913.918333333333	2234.44583333333	1083.05083333333	4100.80333333333	1612.1725	6666.81833333333	1344.81416666667	1361.92416666667	1763.47583333333	1083.48916666667	1798.005	955.516666666667	1448.255	3949.60833333333	1805.33666666667	1697.21583333333
K_Betalain biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L_Metabolism of xenobiotics by cytochrome P450	0	0	0	0	0	0	0	0	0	0	6363.83727272727	0	0	0	0	0	0	0	0	1997.91727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1218.37727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2397.55909090909
L_Drug metabolism - other enzymes	0	0	6361.90727272727	0	0	4367.14727272727	3329.38454545455	5317.08818181818	3603.90272727273	0	10182.84	0	7881.56545454545	0	0	4143.77545454546	0	9329.75727272727	0	8507.64636363636	0	3234.41272727273	7469.86909090909	0	0	0	0	4068.12272727273	7158.45818181818	11015.3654545455	0	0	0	0	0	5590.80727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6755.24272727273	0	0	6302.47818181818	0	0	0	0	0	0	0	0	0	14665.7481818182	0	9298.65363636364	1683.64454545455	0	5538.50363636364	0	0	9979.43272727273	4344.13363636364	0	1968.51636363636	0	4821.55909090909	11825.4845454545	4333.09636363636	3599.72181818182	0	0	16132.5463636364	6128.78818181818	3909.47181818182	6054.57363636364	6549.85363636364	7745.89636363636	5174.96272727273	11297.1790909091	6548.59636363636	5300.79454545455	2933.75636363636	0	0	22709.9181818182	0	0	0	0	0	0	0	0	3362.06727272727	3655.71272727273	0	0	0	0	0	0	6470.44181818182	0	0	0	0	0	0	0	2271.83727272727	5165.91636363636	10410.5081818182	4914.06	2255.07363636364
D_Biosynthesis of unsaturated fatty acids	1024.054	2156.59666666667	2464.54	3905.78933333333	3866.266	1751.28666666667	2004.15	2418.984	1213.22866666667	3427.83666666667	6861.99133333333	1557.33333333333	2642.99066666667	1414.944	3429.39333333333	1393.284	1021.71266666667	1986.776	2292.036	3503.15866666667	2179.65866666667	1388.62266666667	2030.22266666667	2810.51866666667	3166.238	1346.18133333333	1541.49333333333	1658.01933333333	2453.01733333333	3266.54733333333	1936.074	2166.06866666667	2127.218	4649.966	1648.32533333333	2269.02466666667	3333.468	1523.252	646.43	1215.08533333333	3321.88733333333	2343.316	1186.594	2767.78066666667	1651.372	1585.946	4147.06066666667	2449.69533333333	2882.376	1825.172	1126.50266666667	4071.456	1919.96	1194.54666666667	1903.51866666667	2194.348	1449.64533333333	2414.112	1713.24066666667	1129.42533333333	1553.02933333333	2793.70133333333	698.900666666667	2338.87266666667	3127.13133333333	4506.47866666667	3087.194	3055.428	835.354	1692.38333333333	3864.254	4184.22733333333	2290.06733333333	3006.12666666667	1282.97466666667	1020.30933333333	592.429333333333	1305.18866666667	1377.59733333333	4750.692	4489.37733333333	1188.35933333333	1334.14133333333	1574.98333333333	4524.97733333333	2519.69466666667	1869.80933333333	1950.15733333333	2136.33733333333	2862.43066666667	1910.42266666667	12491.4566666667	2147.97933333333	3898.47866666667	1213.92333333333	1974.85266666667	1930.864	6223.392	667.772	2126.43133333333	2203.12666666667	1634.87333333333	2494.74	1874.74	2620.234	4496.338	1199.908	1055.47333333333	1986.19466666667	2647.118	1627.522	749	2585.178	961.612666666667	5737.21266666667	1664.56066666667	5612.076	1609.512	1308.984	2165.35	1227.048	1720.172	739.900666666667	1390.05333333333	4300.09133333333	1530.00333333333	2259.83533333333
J_Biosynthesis of ansamycins	11911.12	28279.31	20238.24	33250.23	44804.83	13202.11	10412.17	17367.98	11867.05	50865.29	33444.61	18991.69	24913.31	17428.92	43184.69	19764.16	14288.67	24320.55	21451.92	28093.81	25959.75	10952.76	14658.1	41442.28	44564.41	18333.38	18600.1	10366.13	28550.56	38876.84	30021.31	28734.11	24910.56	50291.73	25782.2	29134.46	49645.33	21091.86	8056.89	14423.42	44267.92	25651.82	15239.24	44046.23	21909.51	18254.99	52315.71	33315.71	34652.28	27637.59	8463.49	42309.08	18775.05	17052.6	25383.41	18351.33	22691.3	39310.76	22616.14	11842.73	17644.93	20223.64	10459.44	31421.16	14184.64	46231.09	38444	35333.8	6820.83	20589.27	15368.06	48219.07	30436.63	48736.97	15769.28	14590.46	8019.61	16788.87	13788.76	37476.46	14580.1	11870.21	15168.86	11554.24	56847.68	20797.1	11769.55	19358.13	30106.78	22661.3	15145.32	33816.24	20320.36	19076.54	8577.7	27471.83	23900.55	119604.86	7526.52	26865.76	21942.36	19064.52	30158.69	21614.58	27333.39	57664.78	11996.42	15887.42	28724.05	33897.75	21052.51	7360.45	28776.88	12614.62	21889.24	21600.83	70673.18	20171.87	18308.34	31177.43	18513.99	24832.11	5687.78	17645.78	36796.45	15403.46	6930.35
J_Biosynthesis of siderophore group nonribosomal peptides	807.861875	139.153125	1548.929375	1416.015	850.398125	297.634375	390.96375	954.814375	213.95625	200.03	495.813125	154.273125	304.985	498.703125	140.1925	57.2625	65.73125	1248.02625	1464.80875	1531.911875	340.11125	567.71375	1230.1425	203.186875	543.708125	420.025	163.07375	929.25375	1518.296875	540.873125	79.3925	300.731875	534.940625	1796.6175	384.2225	9.225	922.808125	365.9075	335.418125	391.481875	230.35875	1305.658125	131.5725	65.33625	237.134375	1053.855625	606.234375	207.939375	447.734375	124.50875	1003.150625	1994.384375	558.165	95.305	638.398125	1875.719375	62.6875	143.029375	224.5925	980.671875	0	1265.93375	165.51875	123.32	365.1125	1226.08	177.09375	1254.566875	191.494375	298.09625	377.876875	320.2225	874.065625	245.625	601.488125	49.31375	27.1375	149.414375	659.668125	595.9375	56.174375	488.17125	740.19375	1547.77125	382.080625	2341.978125	311.755	1089.864375	230.458125	1120.53125	594.638125	829.268125	1229.030625	95.346875	115.636875	158.490625	466.580625	904.2275	122.03	130.058125	804.2025	709.988125	982.92375	404.47125	502.465	263.866875	355.898125	87.936875	283.065	440.133125	820.015625	272.87625	127.034375	265.71375	575.761875	152.6925	1127.389375	121.3275	115.161875	349.189375	133.53125	122.03625	629.616875	207.07375	1247.52875	734.15375	638.021875
J_Biosynthesis of vancomycin group antibiotics	5853.48	9711.58	10362.5	9591.62	14883.93	8709.49	7021.37	10209.74	6470.44	17555.51	20628.08	9608.67	14558.99	8628.62	18878.8	6346.8	6347.99	13773.87	17572.9	14939.96	11933.39	5885.98	14556.77	15398.08	23520.52	6538.05	9299.36	8035.23	9397.11	19756.67	11868.55	13010.01	12555.74	28852.51	11079.83	10627.7	20448.48	8571.75	3495.93	8218.2	18153.47	9727.44	6640.58	14560.03	10335.26	8157.12	25594.15	15191.64	17528.72	9818.13	6968.07	16424.81	11030.29	7621.1	10164.32	11164.79	8254.78	14132.5	10521.25	6972.83	11936.15	11951.32	4542.86	11409.5	7870.1	25354.77	19486.12	15965.33	2821.62	9630.13	10926.37	25122.23	13076.38	18820.02	7481.5	6163.46	2879.48	8611.54	8483.02	25403.62	9571.26	6189.67	7751.95	7704.36	27925.53	9151.97	7539.29	12046.33	11761.96	12468.99	9734.45	24902.14	8996.35	10673.88	5175.35	10771.33	8322.91	32314.9	4381.33	10753.35	10366.78	9178.42	13561.43	11541.53	14046.04	17623.37	5529.44	6101.84	10899.58	14156.43	10657.16	4170.8	11383.9	5112.27	13268.92	8122.41	34275.94	8741.29	7546.46	10254.95	6232.35	10178.42	3657.15	9913.25	18748	9588.01	4231.21
J_Biosynthesis of type II polyketide backbone	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232.666666666667	0	0	2.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J_Biosynthesis of type II polyketide products	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
